dataset,model,seed,fold,run_id,checkpoint,checkpoint_sha256,manifest_sha256,corruption_protocol_sha256,method,corruption,condition,severity,path,true_label,clean_target,predicted_label,target_confidence,predicted_confidence,spearman,top_percent_iou,top_fraction,heatmap_valid,heatmap_height,heatmap_width,qualitative_sample
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (378).bmp,1,0,0,0.6838210225105286,0.6838210225105286,0.8008277385505143,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (4).bmp,1,0,0,0.9936237335205078,0.9936237335205078,0.8012325347328582,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (407).bmp,1,1,1,0.9532546997070312,0.9532548189163208,0.7838959935228286,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (409).bmp,1,1,1,0.9679410457611084,0.967941164970398,0.9406227995821859,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (428).bmp,1,1,1,0.950668454170227,0.950668454170227,0.8120727309774985,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (431).bmp,1,1,1,0.9603461027145386,0.9603461027145386,0.8235564717994924,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (432).bmp,1,1,1,0.9996719360351562,0.9996719360351562,0.9359537572254335,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (474).bmp,1,1,1,0.9072358012199402,0.9072359204292297,0.9043183721755528,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (48).bmp,1,1,1,0.9950904846191406,0.9950904846191406,0.8735852249607751,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (489).bmp,1,1,1,0.9563878774642944,0.9563878774642944,0.7993421680934757,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (504).bmp,1,1,1,0.9686706066131592,0.9686706066131592,0.7992431839758332,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (512).bmp,1,2,2,0.4782198965549469,0.4782198965549469,0.680713797573016,0.5384615384615384,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (52).bmp,1,1,1,0.976077139377594,0.976077139377594,0.8159977579651768,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (540).bmp,1,1,1,0.9972400665283203,0.9972400665283203,0.8037664533745937,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (579).bmp,1,1,1,0.8378137946128845,0.8378137946128845,0.8008110167032714,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (581).bmp,1,1,1,0.9905746579170227,0.9905746579170227,0.8921221129505041,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (588).bmp,1,1,1,0.9536308646202087,0.9536308646202087,0.8040653108125212,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (595).bmp,1,1,0,0.2033270299434662,0.7963482141494751,0.5842826214610513,0.42857142857142855,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (596).bmp,1,1,1,0.8796348571777344,0.8796348571777344,0.5156657293374783,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (61).bmp,1,1,1,0.998860239982605,0.9988603591918945,0.81408024684681,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (618).bmp,1,1,1,0.9880571365356445,0.9880571365356445,0.8911321741261106,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (642).bmp,1,1,1,0.9941632151603699,0.9941630959510803,0.7872199322122345,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (643).bmp,1,1,1,0.9007417559623718,0.9007417559623718,0.8415246959079568,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (65).bmp,1,1,1,0.5652459859848022,0.5652459859848022,0.8583701463447045,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (652).bmp,1,1,1,0.6517878174781799,0.6517878174781799,0.7831413869149718,0.5384615384615384,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (657).bmp,1,1,1,0.619081974029541,0.6190820336341858,0.8429498563606853,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (670).bmp,1,0,0,0.8955182433128357,0.8955182433128357,0.8182889641401782,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (671).bmp,1,1,1,0.7912535071372986,0.7912535071372986,0.8387446191204204,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (676).bmp,1,1,1,0.8257051706314087,0.8257051706314087,0.7696712307867801,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (684).bmp,1,1,1,0.836503267288208,0.836503267288208,0.6861718498902885,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (688).bmp,1,1,1,0.9857171773910522,0.9857171773910522,0.7602428840841609,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (693).bmp,1,1,1,0.9562296867370605,0.956229567527771,0.8415482242895105,0.6666666666666666,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (696).bmp,1,1,1,0.775993824005127,0.775993824005127,0.8544359576968272,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (699).bmp,1,1,1,0.7993058562278748,0.7993058562278748,0.7994743613120743,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (703).bmp,1,1,1,0.9324955940246582,0.932495653629303,0.9591378408205784,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (707).bmp,1,1,1,0.7939884066581726,0.7939884066581726,0.8363323738047328,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (716).bmp,1,1,1,0.9168075919151306,0.9168075919151306,0.8634617808744061,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (725).bmp,1,0,0,0.9922453761100769,0.9922453761100769,0.817806723835463,1.0,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (726).bmp,1,0,0,0.9998072981834412,0.9998072981834412,0.8956747158061501,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (732).bmp,1,1,1,0.9835529327392578,0.9835528135299683,0.9396726014441448,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (735).bmp,1,0,0,0.95766681432724,0.95766681432724,0.8389822847579864,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (756).bmp,1,0,0,0.8239795565605164,0.8239795565605164,0.8066744721847021,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (759).bmp,1,1,1,0.9962844848632812,0.9962846040725708,0.9057878248852802,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (764).bmp,1,0,0,0.8976842761039734,0.8976842761039734,0.7699339707583572,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (777).bmp,1,1,1,0.9922888875007629,0.9922888875007629,0.8368199080617214,0.8181818181818182,0.2,True,7,7,False
smids,resnet50,2025,,20260901T093642Z-364bd06871,results/checkpoints/smids-resnet50-seed2025-20260901T093642Z-364bd06871.pt,999e6af4f82903698b1c53913ec19723c8a2951e87843aedb3d0501887879bf0,ce3c1a90df7674579ac807bec9026f805a82e68f96ce8474b4e35c7b1c006da2,f9d825de07eeda22bf294c5ea66def1ea386e7a6d63a1a6281e28948c9b361c8,gradcam,defocus_blur,defocus_blur,3,SMIDS/Abnormal_Sperm/Abnormal_Sperm (79).bmp,1,1,1,0.9978335499763489,0.9978335499763489,0.9115510620827351,0.8181818181818182,0.2,True,7,7,False
